gene_name	transcript_id
Olfr652	ENSMUST00000216131.1
Olfr652	ENSMUST00000098175.2
Olfr653	ENSMUST00000217466.1
Olfr653	ENSMUST00000215585.2
Olfr653	ENSMUST00000098174.2
Olfr654	ENSMUST00000213984.1
Olfr654	ENSMUST00000098173.4
Olfr654	ENSMUST00000210457.1
Olfr655	ENSMUST00000216750.1
Olfr655	ENSMUST00000215538.1
Olfr655	ENSMUST00000057385.4
Olfr656	ENSMUST00000215575.2
Olfr656	ENSMUST00000098172.2
Olfr657	ENSMUST00000215454.2
Olfr657	ENSMUST00000213297.1
Olfr657	ENSMUST00000098171.3
Olfr658	ENSMUST00000210641.1
Olfr658	ENSMUST00000089296.2
Usp17le-ps	ENSMUST00000117954.1
Olfr659	ENSMUST00000214986.1
Olfr659	ENSMUST00000098170.1
Olfr660-ps1	ENSMUST00000121526.1
Olfr661	ENSMUST00000214876.1
Olfr661	ENSMUST00000098168.4
Gm6593	ENSMUST00000211165.1
Olfr662-ps1	ENSMUST00000210704.1
Olfr663	ENSMUST00000209914.1
Olfr664	ENSMUST00000072887.4
Olfr664	ENSMUST00000211596.1
Usp17le	ENSMUST00000211384.1
Usp17le	ENSMUST00000053464.8
Gm4887	ENSMUST00000122230.1
Usp17lb	ENSMUST00000106814.2
Usp17lb	ENSMUST00000076501.1
Usp17la	ENSMUST00000067695.7
Gm45556	ENSMUST00000210689.1
Olfr665	ENSMUST00000216257.1
Olfr665	ENSMUST00000215761.1
Olfr665	ENSMUST00000216971.1
Olfr665	ENSMUST00000098165.1
Olfr666	ENSMUST00000214757.1
Olfr666	ENSMUST00000081116.1
Gm45272	ENSMUST00000211111.1
Gm45272	ENSMUST00000209875.1
Gm45275	ENSMUST00000210057.1
Olfr667	ENSMUST00000217177.1
Olfr667	ENSMUST00000071362.2
Olfr668	ENSMUST00000215359.1
Olfr668	ENSMUST00000164391.2
Olfr669	ENSMUST00000214260.1
Olfr669	ENSMUST00000210138.2
Olfr669	ENSMUST00000098164.1
Gm45273	ENSMUST00000211559.1
Gm5900	ENSMUST00000179862.2
Olfr670	ENSMUST00000214216.1
Olfr670	ENSMUST00000050482.2
Olfr671	ENSMUST00000217091.1
Olfr671	ENSMUST00000210963.2
Olfr671	ENSMUST00000078710.1
Olfr672	ENSMUST00000213942.2
Olfr672	ENSMUST00000050599.4
Olfr673-ps1	ENSMUST00000210859.1
Olfr674-ps1	ENSMUST00000209383.1
Olfr675	ENSMUST00000210113.2
Olfr675	ENSMUST00000215899.1
Olfr675	ENSMUST00000214318.2
Olfr675	ENSMUST00000073102.1
Olfr676	ENSMUST00000219602.1
Olfr676	ENSMUST00000098162.1
Olfr677	ENSMUST00000213204.1
Olfr677	ENSMUST00000098161.1
Gm8913	ENSMUST00000209491.1
Olfr678	ENSMUST00000213622.1
Olfr678	ENSMUST00000098160.1
Gm17989	ENSMUST00000211543.1
Gm45557	ENSMUST00000210004.1
Olfr679	ENSMUST00000215704.1
Olfr679	ENSMUST00000214328.2
Olfr679	ENSMUST00000098158.4
Olfr680-ps1	ENSMUST00000042676.5
Gm17990	ENSMUST00000211728.1
Gm45558	ENSMUST00000209384.1
Olfr681	ENSMUST00000216247.1
Olfr681	ENSMUST00000215517.1
Olfr681	ENSMUST00000215564.1
Olfr681	ENSMUST00000098157.3
Olfr682-ps1	ENSMUST00000071242.4
Olfr682-ps1	ENSMUST00000214399.3
Olfr683	ENSMUST00000209879.2
Olfr683	ENSMUST00000061284.3
Gm45374	ENSMUST00000211388.1
Olfr684	ENSMUST00000215552.1
Olfr684	ENSMUST00000215744.1
Olfr684	ENSMUST00000217136.1
Olfr684	ENSMUST00000060893.6
Olfr685	ENSMUST00000214712.1
Olfr685	ENSMUST00000217432.1
Olfr685	ENSMUST00000209409.2
Olfr685	ENSMUST00000051355.6
Olfr686	ENSMUST00000216613.1
Olfr686	ENSMUST00000214147.1
Olfr686	ENSMUST00000216143.1
Olfr686	ENSMUST00000050157.2
Olfr687	ENSMUST00000218046.1
Olfr687	ENSMUST00000098154.4
Olfr688	ENSMUST00000098155.2
Olfr689	ENSMUST00000215413.1
Olfr689	ENSMUST00000098153.2
Gm45331	ENSMUST00000209868.1
Olfr690	ENSMUST00000211006.2
Olfr690	ENSMUST00000216230.1
Olfr690	ENSMUST00000061920.4
Olfr691	ENSMUST00000213290.1
Olfr691	ENSMUST00000057528.1
Olfr692	ENSMUST00000098152.2
Olfr692	ENSMUST00000217827.1
Fam160a2	ENSMUST00000179474.8
Fam160a2	ENSMUST00000048079.13
Fam160a2	ENSMUST00000118726.7
Fam160a2	ENSMUST00000074686.9
Fam160a2	ENSMUST00000122327.6
Gm5901	ENSMUST00000106805.3
Gm45885	ENSMUST00000211520.1
Cnga4	ENSMUST00000033187.5
Cnga4	ENSMUST00000210344.1
Gm4972	ENSMUST00000211108.1
Cckbr	ENSMUST00000033189.5
Cckbr	ENSMUST00000181339.7
Cavin3	ENSMUST00000047040.3
Gm45667	ENSMUST00000210380.1
Smpd1	ENSMUST00000046983.9
Apbb1	ENSMUST00000191011.6
Apbb1	ENSMUST00000188368.6
Apbb1	ENSMUST00000190369.6
Apbb1	ENSMUST00000189072.6
Apbb1	ENSMUST00000191601.6
Apbb1	ENSMUST00000081165.13
Apbb1	ENSMUST00000189378.6
Apbb1	ENSMUST00000189265.6
Apbb1	ENSMUST00000187057.6
Hpx	ENSMUST00000033185.9
Trim3	ENSMUST00000106791.7
Trim3	ENSMUST00000057525.13
Trim3	ENSMUST00000106789.7
Trim3	ENSMUST00000147044.3
Gm45632	ENSMUST00000211532.1
Arfip2	ENSMUST00000131446.7
Arfip2	ENSMUST00000084782.9
Arfip2	ENSMUST00000209550.1
Arfip2	ENSMUST00000210911.1
Timm10b	ENSMUST00000106783.7
Timm10b	ENSMUST00000058333.9
Timm10b	ENSMUST00000210350.1
Timm10b	ENSMUST00000151193.1
Timm10b	ENSMUST00000209588.1
Timm10b	ENSMUST00000106780.1
Timm10b	ENSMUST00000106784.1
Gm45799	ENSMUST00000106785.7
Gm45799	ENSMUST00000106786.7
Gm45799	ENSMUST00000211054.1
Gm22504	ENSMUST00000082963.1
Dnhd1	ENSMUST00000145988.8
Dnhd1	ENSMUST00000106776.3
Mrps36-ps2	ENSMUST00000118658.1
Rrp8	ENSMUST00000033179.13
Rrp8	ENSMUST00000098148.5
Ilk	ENSMUST00000033182.9
Ilk	ENSMUST00000163389.8
Taf10	ENSMUST00000141116.1
Tpp1	ENSMUST00000033184.5
Dchs1	ENSMUST00000078482.12
Gm15645	ENSMUST00000131504.1
Gm15645	ENSMUST00000183393.1
Mrpl17	ENSMUST00000124482.2
Mrpl17	ENSMUST00000033170.6
Gm45912	ENSMUST00000210646.1
9130208D14Rik	ENSMUST00000146911.1
Gm45684	ENSMUST00000210244.1
Gm4070	ENSMUST00000106766.8
Gm4070	ENSMUST00000176467.7
Gm20663	ENSMUST00000176647.1
Gm18852	ENSMUST00000184149.2
Gm27228	ENSMUST00000184500.1
Gm8979	ENSMUST00000183386.1
Gm27149	ENSMUST00000184716.1
Gm8982	ENSMUST00000184198.1
Gvin1	ENSMUST00000006667.10
Gvin1	ENSMUST00000183409.1
Gm18853	ENSMUST00000183629.1
Gm27150	ENSMUST00000183441.1
Gm8989	ENSMUST00000184782.1
Gm4759	ENSMUST00000183414.1
Gm22372	ENSMUST00000104589.1
Gm8995	ENSMUST00000208417.1
Gm8995	ENSMUST00000184842.1
Gm1966	ENSMUST00000184540.1
Olfr693	ENSMUST00000215541.1
Olfr693	ENSMUST00000057817.2
Olfr694	ENSMUST00000216895.1
Olfr694	ENSMUST00000216118.2
Olfr694	ENSMUST00000082091.1
Olfr694	ENSMUST00000052535.5
Gm44857	ENSMUST00000208331.1
Olfr695	ENSMUST00000216868.1
Olfr696-ps1	ENSMUST00000207160.2
Olfr697	ENSMUST00000217734.1
Olfr697	ENSMUST00000050541.4
Olfr698	ENSMUST00000214306.1
Olfr698	ENSMUST00000216255.1
Olfr698	ENSMUST00000074981.1
Olfr699	ENSMUST00000215952.1
Olfr699	ENSMUST00000216307.1
Olfr699	ENSMUST00000065024.1
Olfr700	ENSMUST00000214840.1
Olfr700	ENSMUST00000079936.1
4930458B22Rik	ENSMUST00000209339.1
Olfr701	ENSMUST00000166880.2
Olfr701	ENSMUST00000075414.7
Olfr701	ENSMUST00000217739.1
Olfr702	ENSMUST00000080899.2
Olfr702	ENSMUST00000219803.1
Olfr703	ENSMUST00000216254.1
Olfr703	ENSMUST00000098142.3
Olfr704	ENSMUST00000080925.6
Olfr704	ENSMUST00000098141.1
Olfr705	ENSMUST00000213721.1
Olfr705	ENSMUST00000216009.1
Olfr705	ENSMUST00000060879.5
Olfr706	ENSMUST00000213918.1
Olfr706	ENSMUST00000209025.1
Olfr707	ENSMUST00000210644.2
Olfr707	ENSMUST00000214112.1
Olfr707	ENSMUST00000213251.1
Olfr707	ENSMUST00000208759.1
Olfr707	ENSMUST00000088687.2
Olfr1532-ps1	ENSMUST00000215949.1
Olfr1532-ps1	ENSMUST00000207492.2
Olfr1532-ps1	ENSMUST00000098140.1
Olfr709-ps1	ENSMUST00000215468.1
Olfr709-ps1	ENSMUST00000072368.2
Olfr710	ENSMUST00000055923.7
Gm44582	ENSMUST00000209125.1
Olfr6	ENSMUST00000213552.1
Olfr6	ENSMUST00000040983.5
Olfr6	ENSMUST00000213651.1
Olfr6	ENSMUST00000219365.1
Olfr711	ENSMUST00000051715.7
Olfr711	ENSMUST00000207200.2
Olfr711	ENSMUST00000216335.1
Olfr712-ps1	ENSMUST00000207690.2
Olfr2	ENSMUST00000214105.1
Olfr2	ENSMUST00000216375.1
Olfr2	ENSMUST00000208147.2
Olfr2	ENSMUST00000094109.2
Olfr713	ENSMUST00000213623.1
Olfr713	ENSMUST00000098139.1
Gm17991	ENSMUST00000208139.1
Olfr714	ENSMUST00000214429.1
Olfr714	ENSMUST00000054629.6
Gm45023	ENSMUST00000207951.1
Olfr17	ENSMUST00000210568.3
Olfr17	ENSMUST00000098138.4
Olfr715b	ENSMUST00000215713.1
Olfr715b	ENSMUST00000081044.5
Gm45868	ENSMUST00000210247.1
Olfr715	ENSMUST00000214919.1
Olfr715	ENSMUST00000076958.5
Olfr716	ENSMUST00000213367.2
Olfr716	ENSMUST00000214819.2
Olfr716	ENSMUST00000216871.2
Olfr716	ENSMUST00000215284.2
Olfr716	ENSMUST00000098137.2
Nlrp14	ENSMUST00000084763.4
Nlrp14	ENSMUST00000142623.2
Gm3765	ENSMUST00000130985.1
Rbmxl2	ENSMUST00000098135.1
Platr28	ENSMUST00000133824.1
Gm24932	ENSMUST00000103763.1
Gm19033	ENSMUST00000208516.1
Syt9	ENSMUST00000073459.11
Olfml1	ENSMUST00000120990.1
Olfml1	ENSMUST00000239087.1
Gm44773	ENSMUST00000207374.1
Ppfibp2	ENSMUST00000040056.14
Ppfibp2	ENSMUST00000098134.4
5330417H12Rik	ENSMUST00000060348.2
Cyb5r2	ENSMUST00000052438.7
Cyb5r2	ENSMUST00000208217.1
Gm45040	ENSMUST00000207742.1
Ovch2	ENSMUST00000106755.2
Olfr467	ENSMUST00000208563.2
Olfr467	ENSMUST00000214253.1
Olfr467	ENSMUST00000084756.1
Olfr468-ps1	ENSMUST00000207203.2
Olfr469	ENSMUST00000213252.1
Olfr469	ENSMUST00000075704.1
Gm5002	ENSMUST00000207145.2
Olfr470	ENSMUST00000220193.1
Olfr470	ENSMUST00000073059.4
Olfr471	ENSMUST00000210091.1
Gm10156	ENSMUST00000122364.1
Olfr472	ENSMUST00000209670.3
Olfr472	ENSMUST00000216937.2
Olfr472	ENSMUST00000210420.1
Olfr473	ENSMUST00000217618.2
Olfr473	ENSMUST00000084761.1
Gm9449	ENSMUST00000207265.1
Olfr474	ENSMUST00000054434.3
Olfr476	ENSMUST00000217173.1
Olfr476	ENSMUST00000077249.2
Olfr477	ENSMUST00000214677.1
Olfr477	ENSMUST00000091605.2
Gm6702	ENSMUST00000208496.1
Olfr478	ENSMUST00000210173.2
Olfr478	ENSMUST00000049719.3
Olfr479	ENSMUST00000214599.1
Olfr479	ENSMUST00000209805.2
Olfr479	ENSMUST00000063151.5
Olfr480	ENSMUST00000217653.2
Olfr480	ENSMUST00000071658.2
Olfr481	ENSMUST00000213601.1
Olfr481	ENSMUST00000067143.6
Gm45375	ENSMUST00000210338.1
Olfr482	ENSMUST00000217304.1
Olfr482	ENSMUST00000081184.2
Gm44870	ENSMUST00000207291.1
Olfr483	ENSMUST00000215159.2
Olfr483	ENSMUST00000104917.3
Gm25424	ENSMUST00000157612.1
Olfr484	ENSMUST00000214722.1
Olfr484	ENSMUST00000210881.1
Olfr485	ENSMUST00000208296.1
Olfr486	ENSMUST00000072035.3
Gm18944	ENSMUST00000207672.1
Olfr487	ENSMUST00000216489.1
Olfr487	ENSMUST00000081996.1
Olfr488	ENSMUST00000211508.2
Olfr488	ENSMUST00000215173.1
Olfr488	ENSMUST00000072968.1
Gm6007	ENSMUST00000208170.1
Olfr489-ps1	ENSMUST00000210404.1
Olfr490	ENSMUST00000211345.2
Olfr490	ENSMUST00000210114.2
Gm44594	ENSMUST00000208982.1
Olfr491	ENSMUST00000214605.1
Olfr491	ENSMUST00000209545.2
Olfr491	ENSMUST00000053179.1
Olfr492	ENSMUST00000079865.4
Olfr493	ENSMUST00000080106.1
Olfr494	ENSMUST00000209743.1
Olfr494	ENSMUST00000210291.1
Gm45392	ENSMUST00000210441.1
Olfr495	ENSMUST00000215215.1
Olfr495	ENSMUST00000210990.1
Olfr496-ps1	ENSMUST00000208862.2
Olfr497	ENSMUST00000213521.2
Olfr497	ENSMUST00000076406.1
Gm44611	ENSMUST00000207507.1
Olfr498	ENSMUST00000217616.2
Olfr499-ps1	ENSMUST00000208811.2
Olfr500-ps1	ENSMUST00000208818.2
Olfr501-ps1	ENSMUST00000094105.4
Olfr502	ENSMUST00000216919.1
Olfr502	ENSMUST00000078933.4
Gm5053	ENSMUST00000208361.1
Olfr503	ENSMUST00000078162.3
Olfr503	ENSMUST00000211693.1
Olfr504	ENSMUST00000075595.2
Gm18410	ENSMUST00000207199.1
Gm44865	ENSMUST00000207240.1
Olfr505-ps1	ENSMUST00000207626.2
Gm19127	ENSMUST00000207067.1
Olfr506	ENSMUST00000209296.2
Olfr506	ENSMUST00000077343.2
Olfr507	ENSMUST00000080014.1
Olfr508	ENSMUST00000072914.2
Olfr509	ENSMUST00000213756.1
Olfr509	ENSMUST00000215075.1
Olfr509	ENSMUST00000214861.1
Olfr509	ENSMUST00000061690.2
Olfr510	ENSMUST00000213979.2
Olfr510	ENSMUST00000216331.1
Olfr510	ENSMUST00000217170.1
Olfr510	ENSMUST00000076289.1
Olfr511-ps1	ENSMUST00000207188.2
Olfr512	ENSMUST00000209620.3
Olfr512	ENSMUST00000074730.3
Olfr513	ENSMUST00000214670.1
Olfr513	ENSMUST00000055146.3
Gm45232	ENSMUST00000207811.1
Olfr514	ENSMUST00000084754.2
Olfr515-ps1	ENSMUST00000208389.2
Olfr516	ENSMUST00000216092.1
Olfr516	ENSMUST00000217279.1
Olfr516	ENSMUST00000071410.1
Gm17992	ENSMUST00000207346.1
Olfr517	ENSMUST00000216500.1
Olfr517	ENSMUST00000084753.2
Olfr518	ENSMUST00000217803.1
Olfr518	ENSMUST00000059617.1
Olfr519	ENSMUST00000202706.1
Olfr519	ENSMUST00000084752.1
Nlrp10	ENSMUST00000055745.4
Eif3f	ENSMUST00000033342.6
Tub	ENSMUST00000033341.11
Tub	ENSMUST00000119474.1
Ric3	ENSMUST00000055993.12
Ric3	ENSMUST00000120876.1
Gm25450	ENSMUST00000179144.1
Lmo1	ENSMUST00000036992.8
Lmo1	ENSMUST00000207178.1
Lmo1	ENSMUST00000208136.1
Gm44781	ENSMUST00000208480.1
Gm45024	ENSMUST00000208274.1
Stk33	ENSMUST00000121748.7
Stk33	ENSMUST00000106745.8
Stk33	ENSMUST00000090414.10
Stk33	ENSMUST00000141210.1
Stk33	ENSMUST00000121378.1
Gm9105	ENSMUST00000120160.1
1700095J03Rik	ENSMUST00000143715.1
Trim66	ENSMUST00000106739.7
Trim66	ENSMUST00000106741.9
Trim66	ENSMUST00000033339.7
Rpl27a	ENSMUST00000143107.1
Snora3	ENSMUST00000083082.1
Gm47284	ENSMUST00000198845.1
Gm24888	ENSMUST00000104387.1
Denn2b	ENSMUST00000079282.7
Denn2b	ENSMUST00000168005.7
Denn2b	ENSMUST00000084738.4
Denn2b	ENSMUST00000077909.8
Gm44864	ENSMUST00000207292.1
Akip1	ENSMUST00000033335.5
BC051019	ENSMUST00000106735.8
BC051019	ENSMUST00000033334.4
Ascl3	ENSMUST00000035372.2
Tmem9b	ENSMUST00000033333.12
Tmem9b	ENSMUST00000118571.1
4930431P19Rik	ENSMUST00000207761.1
4930431P19Rik	ENSMUST00000207570.1
Nrip3	ENSMUST00000041460.12
Nrip3	ENSMUST00000033331.6
Gm22822	ENSMUST00000177941.1
Scube2	ENSMUST00000007423.11
Scube2	ENSMUST00000106729.7
Scube2	ENSMUST00000106728.2
Dennd5a	ENSMUST00000106722.1
Dennd5a	ENSMUST00000080437.12
Tmem41b	ENSMUST00000094097.11
Tmem41b	ENSMUST00000119929.7
Tmem41b	ENSMUST00000118429.7
Gm24842	ENSMUST00000158681.1
1600010M07Rik	ENSMUST00000188662.1
1600010M07Rik	ENSMUST00000185931.6
Gm23100	ENSMUST00000083455.1
Ipo7	ENSMUST00000084731.4
Gm25636	ENSMUST00000082666.1
Snora23	ENSMUST00000082517.1
AA474408	ENSMUST00000098110.2
Zfp143	ENSMUST00000209505.1
Zfp143	ENSMUST00000211798.1
Zfp143	ENSMUST00000084727.10
Zfp143	ENSMUST00000169638.3
Gm45819	ENSMUST00000210940.1
Wee1	ENSMUST00000033326.9
Swap70	ENSMUST00000033325.8
Gm45515	ENSMUST00000210796.1
Gm9132	ENSMUST00000210182.1
Sbf2	ENSMUST00000164759.7
Sbf2	ENSMUST00000033058.13
Sbf2	ENSMUST00000166020.7
Sbf2	ENSMUST00000171218.7
Gm9064	ENSMUST00000163579.1
Gm17219	ENSMUST00000168439.1
Gm10087	ENSMUST00000167650.1
Gm28863	ENSMUST00000186888.1
Adm	ENSMUST00000033054.9
Gm21123	ENSMUST00000210822.1
Gm18907	ENSMUST00000209719.1
B430319F04Rik	ENSMUST00000209731.1
Ampd3	ENSMUST00000170374.7
Ampd3	ENSMUST00000213373.1
Ampd3	ENSMUST00000005829.12
Rnf141	ENSMUST00000177236.7
Rnf141	ENSMUST00000175981.7
Rnf141	ENSMUST00000177462.7
Rnf141	ENSMUST00000106682.9
Rnf141	ENSMUST00000176716.2
Gm47282	ENSMUST00000195971.1
Lyve1	ENSMUST00000033050.4
Mrvi1	ENSMUST00000005751.12
Mrvi1	ENSMUST00000125758.7
Gm16336	ENSMUST00000126011.1
Ctr9	ENSMUST00000005749.5
Eif4g2	ENSMUST00000162415.8
Eif4g2	ENSMUST00000161051.7
Gm23262	ENSMUST00000158323.1
1700012D14Rik	ENSMUST00000209597.1
1700012D14Rik	ENSMUST00000210788.1
1700012D14Rik	ENSMUST00000209959.1
Gm45378	ENSMUST00000211063.1
AC150312.1	ENSMUST00000238860.1
5430402P08Rik	ENSMUST00000211799.1
Gm5338	ENSMUST00000209530.1
Galnt18	ENSMUST00000049430.14
Galnt18	ENSMUST00000106663.1
Gm25787	ENSMUST00000104709.1
Gm45588	ENSMUST00000211213.1
Gm23345	ENSMUST00000083817.1
Usp47	ENSMUST00000106653.3
Usp47	ENSMUST00000215510.1
Usp47	ENSMUST00000210309.1
Dkk3	ENSMUST00000033036.6
Mical2	ENSMUST00000050149.11
Mical2	ENSMUST00000037991.11
Mical2	ENSMUST00000051308.14
Mical2	ENSMUST00000033033.10
Mical2	ENSMUST00000106645.7
Parva	ENSMUST00000106643.7
Parva	ENSMUST00000033030.13
Parva	ENSMUST00000106640.1
Parvaos	ENSMUST00000154848.1
2310014F06Rik	ENSMUST00000146145.3
Gm24154	ENSMUST00000175261.1
Gm45473	ENSMUST00000211452.1
Tead1	ENSMUST00000084705.12
Tead1	ENSMUST00000239442.1
Tead1	ENSMUST00000239404.1
Tead1	ENSMUST00000059768.17
Tead1	ENSMUST00000106638.9
Tead1	ENSMUST00000164363.8
Tead1	ENSMUST00000069256.11
Tead1	ENSMUST00000170352.8
Tead1	ENSMUST00000168981.7
Tead1	ENSMUST00000171197.7
Tead1	ENSMUST00000165036.7
Gm44462	ENSMUST00000199696.1
Rassf10	ENSMUST00000182858.1
Gm5599	ENSMUST00000209602.1
Gm33586	ENSMUST00000210768.1
4930543E12Rik	ENSMUST00000210408.1
Gm23662	ENSMUST00000158046.1
Arntl	ENSMUST00000047321.8
Arntl	ENSMUST00000210074.1
Arntl	ENSMUST00000210238.1
Arntl	ENSMUST00000211770.1
Gm45355	ENSMUST00000211342.1
Btbd10	ENSMUST00000117577.7
Btbd10	ENSMUST00000047091.13
Btbd10	ENSMUST00000119278.7
Gm15994	ENSMUST00000118029.1
Pth	ENSMUST00000079793.6
Gm45614	ENSMUST00000209994.1
Gm18780	ENSMUST00000209594.1
Far1	ENSMUST00000033018.14
Far1	ENSMUST00000067929.14
Far1	ENSMUST00000164745.7
Far1os	ENSMUST00000138253.2
Gm45612	ENSMUST00000211320.1
Gm23700	ENSMUST00000158842.1
Gm5600	ENSMUST00000211589.1
Gm29507	ENSMUST00000187378.1
Spon1	ENSMUST00000046687.15
Spon1	ENSMUST00000084696.5
Rras2	ENSMUST00000069449.6
Gm45615	ENSMUST00000210417.1
Gm45454	ENSMUST00000211484.1
Copb1	ENSMUST00000033012.8
Psma1	ENSMUST00000033008.9
Psma1	ENSMUST00000135570.7
4933406I18Rik	ENSMUST00000163996.1
4933406I18Rik	ENSMUST00000124673.1
Pde3b	ENSMUST00000032909.8
Cyp2r1	ENSMUST00000211506.1
Cyp2r1	ENSMUST00000032908.14
Cyp2r1	ENSMUST00000119712.7
Calca	ENSMUST00000032906.10
Calca	ENSMUST00000032907.8
Calca	ENSMUST00000206853.1
Calca	ENSMUST00000205933.1
Calca	ENSMUST00000205714.1
Gm18599	ENSMUST00000206729.1
Gm15500	ENSMUST00000071641.4
Gm15500	ENSMUST00000071523.4
Calcb	ENSMUST00000032902.10
Calcb	ENSMUST00000182816.1
Insc	ENSMUST00000169913.7
Insc	ENSMUST00000117543.2
Gm24982	ENSMUST00000104456.1
Gm45017	ENSMUST00000206842.1
Rps4l-ps	ENSMUST00000059737.2
Gm22669	ENSMUST00000158723.1
Gm45020	ENSMUST00000205356.1
A730082K24Rik	ENSMUST00000205913.1
A730082K24Rik	ENSMUST00000205365.1
A730082K24Rik	ENSMUST00000205795.1
Gm34225	ENSMUST00000205469.1
Gm34225	ENSMUST00000206921.1
Rpl19-ps10	ENSMUST00000205555.1
Gm27684	ENSMUST00000183778.1
Sox6	ENSMUST00000206034.1
Sox6	ENSMUST00000072804.10
Sox6	ENSMUST00000106612.7
Sox6	ENSMUST00000166877.7
Sox6	ENSMUST00000169129.7
Sox6	ENSMUST00000166207.2
Sox6	ENSMUST00000206369.1
Sox6	ENSMUST00000205405.1
Gm45025	ENSMUST00000206043.1
Sox6os	ENSMUST00000032900.3
1110004F10Rik	ENSMUST00000032899.11
1110004F10Rik	ENSMUST00000106608.7
1110004F10Rik	ENSMUST00000106607.1
1700003G18Rik	ENSMUST00000140689.7
1700003G18Rik	ENSMUST00000150518.1
Gm4353	ENSMUST00000111755.4
Plekha7	ENSMUST00000182834.7
Plekha7	ENSMUST00000181998.7
Plekha7	ENSMUST00000084664.10
Plekha7	ENSMUST00000181981.7
Plekha7	ENSMUST00000182511.7
Plekha7	ENSMUST00000182487.7
Gm44867	ENSMUST00000205675.1
Rps13	ENSMUST00000170953.2
Rps13	ENSMUST00000205490.1
Snord14a	ENSMUST00000082807.1
Gm44777	ENSMUST00000206930.1
Gm44777	ENSMUST00000205941.1
Gm44777	ENSMUST00000206492.1
Pik3c2a	ENSMUST00000170430.2
Pik3c2a	ENSMUST00000206219.1
Gm45033	ENSMUST00000206710.1
C430039J01Rik	ENSMUST00000205973.1
AV356131	ENSMUST00000206201.1
Gm45031	ENSMUST00000206800.1
Nucb2	ENSMUST00000032895.14
Nucb2	ENSMUST00000183175.7
Gm45151	ENSMUST00000205445.1
4732496C06Rik	ENSMUST00000206533.1
n-R5s157	ENSMUST00000122543.1
Gm25423	ENSMUST00000157609.1
Gm6008	ENSMUST00000206542.1
Gm4366	ENSMUST00000201488.1
Gm26054	ENSMUST00000083037.1
Gm39075	ENSMUST00000206031.1
Xylt1	ENSMUST00000032892.6
Gm45153	ENSMUST00000205957.1
Gm24063	ENSMUST00000157491.1
Rps15a	ENSMUST00000131374.7
Rps15a	ENSMUST00000172457.7
Rps15a	ENSMUST00000106588.7
Arl6ip1	ENSMUST00000032888.9
Smg1	ENSMUST00000032891.14
Gm25683	ENSMUST00000083940.1
Gm45084	ENSMUST00000207096.1
4930583K01Rik	ENSMUST00000138180.1
Gm45155	ENSMUST00000207365.1
Gm23229	ENSMUST00000157297.1
Gm35309	ENSMUST00000208337.1
Gm32766	ENSMUST00000238497.1
Syt17	ENSMUST00000081574.7
Syt17	ENSMUST00000203796.3
Syt17	ENSMUST00000203485.2
Gm44652	ENSMUST00000208648.1
Itpripl2	ENSMUST00000178344.2
Coq7	ENSMUST00000098090.9
Coq7	ENSMUST00000032887.3
Coq7	ENSMUST00000209146.1
Tmc7	ENSMUST00000044195.5
B230311B06Rik	ENSMUST00000207610.1
Tmc5	ENSMUST00000098088.10
Tmc5	ENSMUST00000121715.7
Tmc5	ENSMUST00000121744.8
Tmc5	ENSMUST00000057320.7
Gm45236	ENSMUST00000208632.1
Gde1	ENSMUST00000038791.14
Ccp110	ENSMUST00000106557.7
Ccp110	ENSMUST00000038650.8
Vps35l	ENSMUST00000059390.12
Vps35l	ENSMUST00000033280.13
1700016B15Rik	ENSMUST00000209027.1
Gm44549	ENSMUST00000208351.1
Gm44550	ENSMUST00000207311.1
Gm26147	ENSMUST00000104479.1
Knop1	ENSMUST00000116280.8
Knop1	ENSMUST00000106550.10
Knop1	ENSMUST00000063607.11
Knop1	ENSMUST00000126792.8
Knop1	ENSMUST00000106549.8
Iqck	ENSMUST00000208658.1
Iqck	ENSMUST00000098087.8
Iqck	ENSMUST00000106547.1
Gm44763	ENSMUST00000208287.1
Gprc5b	ENSMUST00000008878.9
Gprc5b	ENSMUST00000208394.1
Gpr139	ENSMUST00000084650.5
Gm4083	ENSMUST00000207158.1
Gm23321	ENSMUST00000104465.1
Gp2	ENSMUST00000207887.2
Gp2	ENSMUST00000033255.7
Gp2	ENSMUST00000239424.1
Umod	ENSMUST00000209095.1
Umod	ENSMUST00000033263.5
Gm44588	ENSMUST00000208401.1
Pdilt	ENSMUST00000033267.3
Gm37518	ENSMUST00000194930.1
Gm26967	ENSMUST00000182878.1
Acsm5	ENSMUST00000066465.2
Acsm5	ENSMUST00000207440.1
Acsm5	ENSMUST00000207387.1
Acsm5	ENSMUST00000207813.1
Acsm2	ENSMUST00000098084.10
Acsm2	ENSMUST00000167935.9
Acsm2	ENSMUST00000084647.12
Gm39078	ENSMUST00000207973.1
Acsm1	ENSMUST00000047929.12
Gm19950	ENSMUST00000208167.1
Gm45792	ENSMUST00000207795.1
Acsm4	ENSMUST00000047045.9
Thumpd1	ENSMUST00000033236.8
Gm44866	ENSMUST00000208774.1
Ppp1ccb	ENSMUST00000207161.1
Ppp1ccb	ENSMUST00000118909.1
Gm19963	ENSMUST00000208413.1
Gm44966	ENSMUST00000208096.1
Acsm3	ENSMUST00000106528.7
Acsm3	ENSMUST00000106527.7
Acsm3	ENSMUST00000063770.9
